2023-03-20 06:40:20 [HikariPool-1 housekeeper] WARN  : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1d10h51m34s48ms597µs900ns).
2023-03-20 06:41:21 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 11:59:34 [HikariPool-1 housekeeper] WARN  : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=5h14m14s406ms306µs400ns).
2023-03-20 12:00:05 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 12:05:06 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 12:10:06 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 12:15:06 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 12:51:27 [HikariPool-1 housekeeper] WARN  : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=33m52s280ms365µs).
2023-03-20 12:53:28 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 12:58:28 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 13:03:28 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 13:08:28 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 13:13:28 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 13:18:28 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 13:23:28 [AsyncResolver-bootstrap-executor-0] INFO  : Resolving eureka endpoints via configuration
2023-03-20 18:37:20 [HikariPool-1 housekeeper] WARN  : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=5h11m52s735ms519µs500ns).
2023-03-20 18:39:03 [SpringApplicationShutdownHook] INFO  : Unregistering application FARMER-SERVICE with eureka with status DOWN
2023-03-20 18:39:03 [SpringApplicationShutdownHook] INFO  : Saw local status change event StatusChangeEvent [timestamp=1679317743215, current=DOWN, previous=UP]
2023-03-20 18:39:03 [DiscoveryClient-InstanceInfoReplicator-0] INFO  : DiscoveryClient_FARMER-SERVICE/C877LMAA.ustr.com:FARMER-SERVICE:4001: registering service...
2023-03-20 18:39:03 [DiscoveryClient-InstanceInfoReplicator-0] INFO  : DiscoveryClient_FARMER-SERVICE/C877LMAA.ustr.com:FARMER-SERVICE:4001 - registration status: 204
2023-03-20 18:39:03 [SpringApplicationShutdownHook] INFO  : Closing JPA EntityManagerFactory for persistence unit 'default'
2023-03-20 18:39:03 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown initiated...
2023-03-20 18:39:03 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown completed.
2023-03-20 18:39:03 [SpringApplicationShutdownHook] INFO  : Shutting down DiscoveryClient ...
2023-03-20 18:39:06 [SpringApplicationShutdownHook] INFO  : Unregistering ...
2023-03-20 18:39:06 [SpringApplicationShutdownHook] INFO  : DiscoveryClient_FARMER-SERVICE/C877LMAA.ustr.com:FARMER-SERVICE:4001 - deregister  status: 200
2023-03-20 18:39:06 [SpringApplicationShutdownHook] INFO  : Completed shut down of DiscoveryClient
2023-03-20 18:39:21 [background-preinit] INFO  : HV000001: Hibernate Validator 8.0.0.Final
2023-03-20 18:39:21 [restartedMain] INFO  : Starting FarmerServiceApplication using Java 17.0.1 with PID 11884 (C:\Java_Workspace\KishanProjRepository\Farmer-Service\target\classes started by 233107 in C:\Java_Workspace\KishanProjRepository\Farmer-Service)
2023-03-20 18:39:21 [restartedMain] INFO  : No active profile set, falling back to 1 default profile: "default"
2023-03-20 18:39:21 [restartedMain] INFO  : Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-03-20 18:39:21 [restartedMain] INFO  : For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-03-20 18:39:22 [restartedMain] INFO  : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-03-20 18:39:23 [restartedMain] INFO  : Finished Spring Data repository scanning in 132 ms. Found 2 JPA repository interfaces.
2023-03-20 18:39:23 [restartedMain] INFO  : BeanFactory id=e8c548ff-03c6-3d0e-b304-4271003107e9
2023-03-20 18:39:24 [restartedMain] INFO  : Tomcat initialized with port(s): 4001 (http)
2023-03-20 18:39:24 [restartedMain] INFO  : Initializing ProtocolHandler ["http-nio-4001"]
2023-03-20 18:39:24 [restartedMain] INFO  : Starting service [Tomcat]
2023-03-20 18:39:24 [restartedMain] INFO  : Starting Servlet engine: [Apache Tomcat/10.1.4]
2023-03-20 18:39:24 [restartedMain] INFO  : Initializing Spring embedded WebApplicationContext
2023-03-20 18:39:24 [restartedMain] INFO  : Root WebApplicationContext: initialization completed in 3000 ms
2023-03-20 18:39:24 [restartedMain] INFO  : HHH000204: Processing PersistenceUnitInfo [name: default]
2023-03-20 18:39:24 [restartedMain] INFO  : HHH000412: Hibernate ORM core version 6.1.6.Final
2023-03-20 18:39:24 [restartedMain] WARN  : HHH90000021: Encountered deprecated setting [javax.persistence.sharedCache.mode], use [jakarta.persistence.sharedCache.mode] instead
2023-03-20 18:39:25 [restartedMain] INFO  : HikariPool-1 - Starting...
2023-03-20 18:39:25 [restartedMain] INFO  : HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@513cf013
2023-03-20 18:39:25 [restartedMain] INFO  : HikariPool-1 - Start completed.
2023-03-20 18:39:25 [restartedMain] INFO  : HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2023-03-20 18:39:25 [restartedMain] WARN  : HHH90000026: MySQL5Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2023-03-20 18:39:27 [restartedMain] INFO  : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-03-20 18:39:27 [restartedMain] INFO  : Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-03-20 18:39:29 [restartedMain] WARN  : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
